field_sample,1_1,1_2,1_4,1_5,1_7,1_8,1_10,2_1,2_3,2_5,2_6,2_7,2_8,2_9,3_1,3_2,3_4,3_6,3_7,3_8,3_9,4_1,4_2,4_3,4_4,4_5,4_6,4_7,5_2,5_3,5_4,5_5,5_6,5_7,5_8,6_2,6_4,6_5,6_6,6_7,6_8,6_9,7_2,7_3,7_4,7_5,7_6,7_7,7_8,8_2,8_3,8_4,8_5,8_6,8_7,8_9,9_1,9_2,9_3,9_5,9_6,9_7,9_10,10_1,10_3,10_4,10_5,10_7,10_9,10_10,11_1,11_3,11_4,11_5,11_6,11_7,11_8,12_1,12_3,12_5,12_6,12_7,12_8,12_9,13_1,13_3,13_4,13_5,13_7,13_8,13_9,14_1,14_2,14_3,14_5,14_7,14_8,14_9,15_1,15_2,15_3,15_5,15_6,15_7,15_10,16_1,16_2,16_4,16_5,16_6,16_7,16_8,17_1,17_2,17_4,17_5,17_6,17_9,17_10,18_1,18_2,18_4,18_5,18_6,18_7,18_8,19_1,19_2,19_3,19_4,19_5,19_8,19_10,20_1,20_2,20_3,20_4,20_5,20_7,20_8,21_2,21_3,21_4,21_5,21_7,21_9,21_10,22_1,22_2,22_5,22_6,22_7,22_9,22_10,23_1,23_2,23_3,23_4,23_5,23_6,23_7,24_2,24_3,24_4,24_5,24_6,24_8,24_10,25_1,25_2,25_3,25_4,25_5,25_6,25_10
20_1,0.103156861,0.080203626,0.10737465,0.137815886,0.092048454,0.119058199,0.08068767,0.267573778,0.152685021,0.210595902,0.273660394,0.123266622,0.279120127,0.113979529,0.169489052,0.275383563,0.216065669,0.201966729,0.203908925,0.218286689,0.247142777,0.15763759,0.141252961,0.158200051,0.192838624,0.185227926,0.147657508,0.161058639,0.159080065,0.199940443,0.186791763,0.16865051,0.200827735,0.153130573,0.193104527,0.312259027,0.345554735,0.241280533,0.273206257,0.249230079,0.139586194,0.186399875,0.198835864,0.27707196,0.172448181,0.249101172,0.192650961,0.1988133,0.183280268,0.1786405,0.134880577,0.190767022,0.153432452,0.127875805,0.164665476,0.166137038,0.13756257,0.15963135,0.151113581,0.11820969,0.158388857,0.173762311,0.206323632,0.145417274,0.133439256,0.15178701,0.163152803,0.168024554,0.123389492,0.241288092,0.146608437,0.171206803,0.175299048,0.127848641,0.129024367,0.165759633,0.184512542,0.198689372,0.162509992,0.169632704,0.091840733,0.228395693,0.173344281,0.161120969,0.116169807,0.184104836,0.133790541,0.157719,0.183247568,0.110804176,0.142653493,0.105849109,0.136628898,0.119661003,0.139229422,0.103864425,0.104131215,0.122144161,0.155013073,0.156243939,0.147397355,0.142893733,0.145113464,0.137422514,0.140433208,0.207139645,0.169295999,0.214435884,0.224263402,0.21721503,0.172409084,0.221793946,0.188527137,0.13536219,0.16482517,0.150584231,0.175411947,0.125607429,0.133726605,0.14561251,0.196563478,0.157563485,0.180939375,0.202144227,0.169567416,0.15896475,0.145247707,0.171956314,0.154773894,0.24255887,0.211194524,0.177078076,0.134205738,0,0.102399651,0.115653819,0.092643984,0.082723774,0.129731451,0.070292023,0.083284686,0.18206806,0.105744755,0.08355577,0.10155083,0.113310042,0.111787425,0.191859169,0.153503441,0.133074077,0.161421694,0.180872036,0.208751278,0.131821923,0.165902479,0.152218614,0.171056862,0.171845068,0.165357779,0.166358913,0.139858045,0.155411684,0.247306207,0.262646854,0.22156115,0.183017025,0.222450183,0.201644416,0.1429247,0.136274447,0.162706576,0.146327367,0.18259267,0.18771835,0.205805763
20_2,0.123847701,0.151426319,0.107568229,0.208142323,0.148570961,0.132316636,0.125329583,0.321745236,0.168849096,0.279057718,0.328697381,0.181537766,0.340874241,0.18076256,0.15972233,0.256628115,0.204301646,0.206668639,0.195063199,0.217440907,0.235444804,0.146052767,0.131886824,0.146594314,0.187989494,0.181036836,0.1316246,0.139723244,0.168419922,0.198984118,0.189643651,0.169939502,0.210655296,0.16588533,0.190956193,0.376263463,0.394619596,0.285635855,0.332393729,0.298294989,0.201573297,0.233684549,0.162046428,0.266192252,0.223175572,0.303395467,0.171212202,0.243597229,0.234729359,0.14017805,0.116092649,0.214085478,0.149409603,0.150218894,0.192330308,0.161226518,0.14197307,0.137447264,0.131998611,0.136412584,0.153946033,0.164974288,0.198434748,0.155042202,0.124430179,0.145746724,0.175710326,0.166344882,0.10371931,0.212817496,0.163555699,0.164617363,0.17570382,0.114959166,0.180021911,0.160745186,0.184495463,0.244356218,0.18825939,0.180140322,0.127233028,0.276927936,0.193441685,0.186107177,0.121953994,0.216727972,0.173430488,0.142128637,0.251678019,0.157546468,0.122377549,0.161031217,0.156182038,0.136973286,0.191032538,0.168178872,0.173866126,0.182555796,0.135850445,0.128855952,0.16003169,0.189454159,0.129192274,0.122008333,0.142920568,0.223993259,0.214943399,0.2269507,0.269822446,0.253678527,0.204658321,0.237925014,0.171657706,0.165659223,0.138560002,0.194537704,0.181237481,0.186804447,0.152391881,0.152279863,0.209163001,0.158267375,0.191344893,0.240677163,0.176059826,0.164326757,0.182038098,0.183761752,0.212822128,0.305015023,0.269147843,0.244824823,0.183659076,0.102399651,0,0.09541045,0.093257637,0.10366897,0.114698762,0.099475386,0.122366047,0.19907961,0.122628966,0.120239303,0.12104928,0.160712749,0.107739295,0.167287372,0.172346121,0.141701683,0.165513359,0.182084251,0.211817706,0.153569937,0.152291021,0.152742566,0.169277665,0.161535609,0.173025425,0.175156808,0.160016678,0.145533918,0.235797891,0.237213694,0.207127077,0.178707251,0.22042485,0.201280518,0.144928627,0.144429819,0.171440918,0.159482373,0.168665762,0.20188779,0.22612457
20_3,0.111955095,0.129556612,0.070923433,0.191741055,0.140393192,0.136820436,0.114055838,0.323464921,0.151131832,0.28364245,0.31598488,0.184163019,0.311030662,0.180892262,0.155282033,0.242118413,0.169827956,0.188363784,0.157647962,0.194187936,0.203003793,0.136293651,0.131534363,0.147173562,0.193077498,0.177605281,0.144342738,0.140975756,0.147231985,0.184791648,0.156646008,0.166084956,0.197307697,0.160068549,0.176131919,0.369444411,0.374717127,0.266287434,0.304595886,0.278607528,0.198556245,0.24084993,0.193467478,0.262498142,0.246627416,0.288538841,0.187114187,0.275300585,0.233931242,0.136553367,0.11423959,0.217247861,0.136264008,0.131776191,0.168839011,0.121959587,0.122681813,0.141604967,0.103767672,0.085060206,0.153377237,0.151349789,0.168613888,0.141754142,0.084353339,0.105601716,0.166974181,0.134626272,0.085550978,0.185615203,0.145935781,0.145757993,0.169529501,0.122745784,0.156962126,0.125049802,0.170554168,0.236309337,0.174338755,0.17158491,0.132899188,0.281069389,0.182665848,0.184400094,0.121850962,0.196840692,0.167641663,0.134003032,0.228473443,0.156386944,0.100796692,0.17237689,0.163677122,0.154213077,0.196785882,0.157892175,0.163232437,0.210939137,0.102366933,0.099333348,0.162312824,0.161153707,0.115568381,0.084106749,0.09521394,0.192776677,0.212969845,0.206253245,0.250237408,0.221661632,0.182646996,0.216768536,0.15197704,0.197016577,0.127322247,0.173814666,0.15486115,0.197258726,0.176326598,0.137754168,0.191353061,0.149231228,0.163681317,0.224894264,0.172745987,0.148512571,0.151924848,0.169866826,0.199513185,0.303333352,0.24954689,0.216491025,0.16576679,0.115653819,0.09541045,0,0.087429968,0.103064543,0.08069919,0.083199042,0.121904867,0.181505195,0.149572714,0.122992588,0.109636083,0.166359487,0.088108211,0.145085502,0.15545343,0.153068427,0.143671569,0.160498087,0.188367981,0.137499491,0.126430253,0.13995851,0.141246983,0.16468359,0.151211429,0.153271544,0.16474894,0.149209239,0.204643795,0.217755803,0.170243373,0.142198021,0.18959131,0.164978963,0.129323645,0.142813265,0.17738736,0.151262977,0.160716775,0.19350694,0.208677867
20_4,0.090876683,0.120324045,0.100603137,0.150141304,0.140442396,0.134714254,0.120735374,0.301047489,0.145192869,0.265116297,0.311403747,0.177047192,0.294633982,0.154371487,0.161554008,0.251312579,0.183202599,0.165892911,0.172276619,0.19648101,0.198479879,0.139446717,0.119201357,0.143889564,0.172232764,0.154104454,0.13835144,0.148956149,0.142703605,0.171804599,0.160766444,0.154511874,0.185482371,0.136809789,0.16090578,0.34827021,0.354803299,0.246179286,0.284736696,0.263754124,0.173844257,0.221031272,0.183283316,0.269486791,0.220467005,0.282597985,0.184333108,0.247157815,0.212259582,0.13162081,0.120592803,0.2107141,0.112360724,0.141803656,0.157197244,0.13025328,0.146418254,0.109811405,0.11510124,0.11122578,0.136134443,0.165287137,0.169350631,0.130249184,0.112317749,0.114456408,0.145491878,0.124189968,0.111100972,0.216213651,0.111159464,0.136504813,0.15822345,0.113680191,0.171218057,0.137180374,0.151482486,0.214085469,0.148477735,0.146832545,0.130673359,0.267583715,0.159728602,0.171130569,0.098893901,0.179668162,0.140465921,0.128035947,0.213334621,0.120219767,0.101804699,0.119859851,0.123745664,0.114915759,0.150362065,0.133564843,0.144725843,0.178630528,0.133089498,0.139995408,0.148414492,0.17912302,0.145605066,0.123187336,0.114420365,0.170555883,0.179022411,0.186511748,0.226883999,0.206604305,0.171295167,0.196502721,0.1516558,0.158109893,0.122795618,0.15042687800000001,0.131631349,0.164663017,0.147775075,0.116849893,0.175968115,0.117498793,0.140281058,0.195031476,0.135662036,0.128564965,0.144357751,0.156096097,0.178426562,0.282768904,0.225176778,0.193911056,0.148755199,0.092643984,0.093257637,0.087429968,0,0.053482432,0.099985729,0.074712028,0.091204748,0.154082511,0.125229381,0.109198502,0.08149804,0.140317327,0.077468477,0.147704126,0.134326002,0.12008677,0.13220611,0.14049557,0.185546163,0.109275139,0.123048112,0.127537543,0.126071454,0.153119325,0.138498393,0.123154065,0.130326494,0.137047643,0.199076407,0.215029676,0.191350549,0.133405442,0.184844589,0.168067131,0.097433223,0.114806424,0.161972553,0.135291209,0.135252628,0.173814265,0.190382015
20_5,0.071734787,0.103778831,0.097641613,0.140914364,0.120759912,0.136483957,0.103385783,0.294833086,0.141793103,0.245209452,0.297535239,0.165328714,0.291870547,0.134803277,0.14241381,0.248685684,0.179733235,0.17385134,0.168532124,0.189563147,0.202015063,0.145556807,0.11948279,0.137126129,0.167930483,0.150640952,0.145823134,0.15299944,0.136784544,0.179902167,0.159849887,0.157346576,0.180110185,0.125926749,0.161748732,0.344443698,0.348224879,0.239600866,0.277178955,0.25328775,0.148307567,0.206913742,0.168847609,0.254347209,0.189824097,0.272347532,0.163797705,0.221222556,0.190762667,0.139052911,0.126288544,0.206907916,0.119834758,0.126500598,0.148472798,0.138080029,0.144724243,0.127983171,0.120788794,0.100161608,0.137877638,0.15660222,0.167262855,0.129127563,0.117052175,0.119853239,0.137244281,0.121176707,0.122096678,0.209227125,0.100921127,0.143690547,0.157270196,0.116873298,0.167953664,0.138636527,0.147619174,0.222203615,0.156210045,0.143883801,0.132091587,0.264330512,0.161056137,0.179309635,0.094255131,0.173877785,0.132665994,0.138909962,0.217408068,0.123176673,0.099600533,0.114400465,0.131653056,0.113498302,0.150819145,0.133604836,0.136149772,0.159262718,0.141039974,0.137449601,0.140060103,0.175368229,0.133555595,0.130516977,0.115403494,0.16734601,0.171920221,0.180579973,0.222444331,0.195540021,0.150664771,0.18881116,0.145380497,0.146485326,0.128618698,0.141431903,0.139312729,0.161937419,0.134997018,0.115311651,0.173372918,0.114621816,0.138343147,0.194696957,0.14074213,0.134155486,0.138140635,0.15373237,0.165264968,0.280218592,0.215768521,0.193690974,0.150217733,0.082723774,0.10366897,0.103064543,0.053482432,0,0.119837086,0.072872402,0.094527798,0.155526769,0.115605144,0.103330123,0.090948778,0.138796023,0.088172033,0.149890405,0.126214357,0.106145674,0.124246586,0.141946696,0.185411025,0.106302825,0.125962194,0.129287227,0.123023664,0.141281509,0.135635435,0.125170876,0.105467459,0.115763669,0.201870742,0.216241181,0.189864128,0.139015793,0.183906751,0.164747906,0.108387431,0.107301491,0.157696482,0.123992893,0.146805117,0.163078367,0.173949822
20_7,0.135053356,0.168493829,0.095043186,0.217197636,0.175535131,0.101335411,0.157224221,0.33070999,0.161964236,0.304053359,0.329085998,0.198909013,0.299775798,0.203160191,0.19225967,0.247187141,0.178527616,0.165410293,0.154851523,0.190728142,0.199590519,0.12349302,0.13977669,0.156767332,0.184561131,0.176279033,0.136771349,0.143584072,0.165516152,0.169636945,0.170883545,0.171046789,0.200513575,0.181223938,0.161719979,0.35926036,0.353126581,0.237944631,0.295681151,0.262375821,0.203294061,0.25806124,0.200096519,0.24951976,0.273924979,0.297262089,0.223746081,0.293389771,0.262167343,0.103094749,0.09877301,0.189528153,0.1144999,0.156137064,0.170244727,0.126567336,0.117898602,0.127777501,0.082835423,0.095476496,0.14657042,0.123377396,0.164130169,0.129843288,0.08794778,0.076666963,0.161147299,0.112718696,0.078188916,0.208366621,0.157105968,0.138724282,0.149108984,0.083577219,0.163063503,0.125867255,0.141175823,0.206925767,0.149253025,0.158667642,0.120354001,0.262485716,0.15266345,0.14357625,0.125888653,0.179675264,0.153388094,0.112457099,0.193510528,0.130164362,0.091245506,0.151682607,0.127083222,0.129056911,0.182826805,0.118836712,0.167558105,0.201678675,0.114270426,0.119374792,0.140836642,0.167656902,0.090964887,0.091328915,0.10062219,0.202593396,0.207354896,0.192403219,0.230648308,0.227368864,0.18725733,0.20171241,0.129358069,0.200829296,0.126001847,0.168782726,0.14400731,0.211667661,0.193622351,0.124167397,0.193537661,0.137192872,0.160378729,0.207375372,0.14508123,0.127749607,0.146534771,0.159787914,0.201975305,0.285597596,0.239120444,0.201426074,0.158631212,0.129731451,0.114698762,0.08069919,0.099985729,0.119837086,0,0.09709195,0.123049747,0.16701745,0.17093445,0.127916891,0.100842985,0.171479581,0.072578871,0.128343937,0.145774208,0.173350279,0.135414595,0.142330505,0.186039703,0.124906119,0.130745725,0.151463154,0.135178119,0.180181028,0.171959481,0.14525214,0.166560034,0.17357019,0.203517853,0.1894213,0.180210142,0.137858085,0.181616476,0.170328176,0.118965797,0.123219018,0.154663279,0.160008566,0.13371365,0.181526196,0.228997846
20_8,0.088572419,0.087318329,0.084233646,0.15863449,0.121441408,0.112199045,0.095855054,0.298188123,0.156256085,0.239327442,0.30126567,0.163870217,0.308563266,0.144914719,0.151097266,0.25924289700000003,0.198510209,0.194416992,0.182387621,0.206895754,0.232746365,0.140602671,0.136802723,0.148153929,0.189903775,0.178369363,0.142711036,0.151902137,0.155441618,0.187356574,0.184346032,0.161298171,0.192051666,0.142677254,0.182598935,0.344261473,0.37484815,0.266335967,0.301188556,0.27857152,0.166886569,0.215317512,0.188869035,0.263549694,0.204084753,0.278488197,0.180631608,0.230960216,0.195612465,0.159739223,0.120146582,0.21013202,0.153982172,0.142082765,0.166911821,0.152277754,0.136001012,0.149476911,0.136880871,0.101702028,0.150920125,0.155043139,0.190262821,0.138201073,0.114704959,0.122182503,0.15344825,0.149166305,0.097339722,0.226729904,0.134393914,0.16818921,0.167941408,0.101416793,0.161910313,0.145088996,0.174253665,0.229599323,0.163959169,0.158556026,0.118913982,0.260296869,0.175841962,0.17818896,0.097858449,0.190805094,0.140565492,0.14920414,0.202742356,0.134506931,0.122581687,0.123203452,0.134396671,0.11544239,0.158442919,0.137323459,0.143230911,0.160015133,0.138129822,0.134834444,0.133082594,0.172674524,0.120240979,0.114702746,0.126562881,0.198902659,0.199782744,0.213320111,0.248601779,0.21954624,0.175884254,0.218295851,0.173199128,0.145340673,0.145436809,0.169165381,0.166302668,0.161845874,0.131167578,0.147193355,0.185672993,0.148277084,0.171026608,0.222299709,0.167899751,0.154206985,0.158078413,0.162130626,0.186375937,0.280252486,0.239453252,0.211812656,0.16711884,0.070292023,0.099475386,0.083199042,0.074712028,0.072872402,0.09709195,0,0.098939763,0.17928281,0.114792971,0.100140958,0.09726429,0.136157723,0.092422198,0.176262163,0.150849101,0.122622484,0.145047948,0.172410737,0.202417638,0.120606542,0.146549013,0.140869687,0.157232223,0.159552315,0.153944678,0.159873451,0.133527069,0.142145895,0.233928154,0.246105594,0.199040678,0.161761297,0.207492856,0.186902182,0.130546769,0.127361955,0.163190682,0.144860928,0.170147611,0.178514192,0.196940394
21_2,0.104804694,0.118877214,0.130653713,0.155846808,0.127582484,0.121273116,0.118908777,0.271012238,0.144365965,0.235498208,0.281415974,0.142532302,0.267825068,0.136573728,0.188747738,0.271729946,0.210233475,0.186848174,0.200851096,0.209544538,0.234309854,0.158652415,0.13023778,0.151456803,0.166653829,0.164291618,0.144655107,0.171477886,0.15184611,0.183464262,0.177016046,0.167045074,0.192033167,0.150252098,0.160480826,0.312022806,0.335577952,0.226114699,0.267284241,0.23856579,0.138743857,0.193110474,0.188737551,0.262614131,0.189050136,0.25793897,0.202225686,0.211757944,0.189514613,0.161163578,0.136546557,0.180942829,0.135785626,0.117699533,0.146205246,0.155268365,0.146587049,0.140572745,0.153972187,0.128997941,0.149231211,0.177617636,0.186730336,0.140093054,0.143475451,0.153274153,0.138459715,0.14960432,0.139194318,0.237982019,0.140292654,0.165729913,0.167268573,0.125939127,0.135153918,0.163422563,0.152030522,0.191906659,0.143439653,0.15882953,0.105292815,0.222307856,0.147932707,0.15096616,0.098045862,0.147577255,0.108828377,0.137048179,0.171704039,0.093461715,0.120061315,0.088105712,0.107790707,0.095446649,0.136948985,0.093812909,0.11015208,0.126270222,0.162396142,0.157965155,0.137386154,0.155203903,0.158432771,0.15369048,0.141355438,0.19748488,0.165808762,0.19689278,0.209661057,0.211676072,0.158360318,0.199400422,0.154997551,0.111473659,0.161018372,0.132912683,0.14742526,0.109209367,0.128391861,0.130745982,0.182502635,0.131307015,0.156772271,0.184616146,0.140824007,0.145909765,0.138081804,0.152782093,0.139477006,0.235970398,0.197742096,0.170965884,0.134232288,0.083284686,0.122366047,0.121904867,0.091204748,0.094527798,0.123049747,0.098939763,0,0.148511672,0.082580972,0.06165424,0.076828677,0.100996105,0.111695024,0.169417347,0.131361739,0.123568237,0.140896437,0.146339426,0.183067754,0.112398876,0.155765068,0.148925809,0.149224366,0.157159284,0.153358142,0.139233913,0.123324215,0.15319473,0.234709584,0.238701153,0.219595192,0.176920777,0.212073372,0.196766625,0.122783262,0.097955115,0.139542112,0.130659759,0.153340659,0.156336891,0.193320254
21_3,0.160390962,0.197020601,0.178876721,0.183688901,0.201874498,0.205298122,0.208566764,0.275076747,0.092244127,0.245640354,0.273256818,0.151676905,0.251865717,0.167388037,0.229554203,0.304442936,0.235228852,0.218514141,0.227141432,0.230326052,0.249817275,0.19264552,0.186420217,0.195583977,0.12697674,0.200870736,0.136207875,0.21372718,0.117094235,0.118899232,0.087546691,0.122677469,0.094173391,0.126729209,0.098259126,0.307535552,0.321167324,0.272307385,0.254600459,0.26165602,0.192702084,0.204309855,0.24722349,0.303712677,0.254018132,0.315873124,0.25207191,0.270024873,0.194038939,0.193850126,0.182586787,0.166499686,0.159273057,0.185189706,0.103267362,0.154476775,0.195754233,0.13695765,0.187736766,0.180861695,0.175046126,0.236113862,0.234324431,0.160702077,0.195165374,0.194477546,0.17671119,0.187542595,0.194311794,0.277111067,0.163106039,0.181049884,0.21430144,0.184226196,0.204968246,0.200314577,0.164386518,0.180186181,0.176822176,0.18392131,0.198267341,0.22157216,0.182705433,0.153425081,0.139233467,0.108486153,0.181976266,0.181262468,0.201970781,0.166924958,0.157349853,0.154678301,0.158627798,0.154156808,0.153030701,0.166726572,0.158356544,0.199029104,0.214033221,0.199827441,0.203272224,0.207459599,0.22486888,0.203955813,0.191336616,0.210377026,0.220193605,0.222471614,0.244963873,0.245623224,0.208807163,0.221954953,0.184881376,0.181915213,0.182758132,0.161987995,0.142463048,0.172062408,0.154113754,0.153025997,0.207167287,0.153220869,0.146149574,0.160695493,0.174935456,0.133516928,0.187169409,0.121884997,0.167588557,0.19503997,0.195412823,0.130173439,0.177356053,0.18206806,0.19907961,0.181505195,0.154082511,0.155526769,0.16701745,0.17928281,0.148511672,0,0.189498174,0.147143884,0.141138463,0.153490334,0.147976987,0.190368404,0.153997558,0.166071313,0.175933251,0.127668572,0.154393946,0.144548867,0.177657911,0.188845796,0.177523376,0.201956007,0.183809169,0.110655485,0.17384398,0.206532589,0.247888557,0.258587411,0.25729025,0.197283527,0.230274954,0.218383088,0.142033564,0.151467482,0.147082401,0.138518351,0.131532082,0.14414494,0.093782716
21_4,0.135025579,0.136042757,0.154277405,0.180863253,0.150086544,0.158643892,0.13432071,0.286789119,0.168083835,0.242724406,0.292460506,0.161397485,0.303068742,0.159843333,0.184361287,0.279123482,0.234558972,0.224167148,0.222815846,0.224222757,0.26029358,0.176005833,0.120102624,0.142344085,0.169341852,0.16474566400000001,0.161714607,0.189700945,0.163763371,0.205829167,0.202207289,0.183803414,0.206498597,0.168233803,0.189718114,0.328960442,0.37541521,0.265137685,0.304021382,0.276461241,0.165536493,0.208804199,0.176139873,0.275520578,0.170136491,0.277028207,0.182136139,0.18999991,0.195850034,0.195501282,0.160020901,0.217628095,0.17105764,0.154412651,0.173895212,0.189153754,0.174148554,0.173016257,0.191501146,0.159083068,0.160193299,0.203750917,0.222824888,0.175928653,0.173865435,0.185802952,0.161064439,0.194622522,0.16204839100000001,0.248193486,0.149674679,0.205812435,0.196286033,0.150167785,0.153261427,0.190267867,0.192775327,0.238243965,0.178940427,0.189121556,0.130832398,0.243277817,0.180691913,0.196315083,0.130617646,0.20034531,0.160537506,0.179696843,0.228953679,0.134278393,0.148744994,0.141278216,0.159303193,0.107329419,0.168525969,0.142850171,0.153751937,0.139846617,0.188499467,0.170079065,0.176081103,0.195161321,0.183109588,0.171290513,0.177714341,0.220858625,0.200644887,0.220013881,0.244962177,0.231619392,0.187019502,0.228145809,0.197342496,0.080586615,0.18906398,0.170257194,0.170356314,0.126377554,0.10703922,0.161127784,0.187774472,0.135944377,0.178388362,0.203693694,0.169416053,0.181135011,0.168984708,0.186622444,0.180371136,0.274024212,0.216050778,0.215083365,0.173290105,0.105744755,0.122628966,0.149572714,0.125229381,0.115605144,0.17093445,0.114792971,0.082580972,0.189498174,0,0.100236329,0.126349959,0.13058095,0.146987125,0.188814497,0.150202377,0.123739087,0.155977719,0.177319371,0.204185326,0.143855683,0.167827798,0.171223232,0.182073215,0.143485595,0.162081023,0.167746299,0.141435197,0.136326163,0.25638653,0.264344811,0.244496908,0.20250724,0.23331722,0.218498331,0.156063782,0.129387506,0.171915269,0.137583484,0.186009114,0.181538425,0.208466755
21_5,0.105127602,0.120880828,0.126112541,0.156184929,0.122185424,0.139789571,0.110585061,0.269469803,0.143317906,0.218380806,0.265857058,0.135959077,0.275648052,0.128628085,0.17962102,0.274400735,0.211319832,0.192017085,0.205765145,0.21515894,0.237354123,0.171642149,0.135079359,0.147570193,0.183936172,0.160114702,0.152194924,0.181630034,0.144904602,0.193136251,0.167003525,0.166262904,0.194599859,0.1489752,0.163758909,0.315648955,0.337654649,0.225327726,0.272972322,0.241080232,0.128302806,0.190356298,0.184220319,0.258289616,0.190909361,0.261594679,0.19806253099999999,0.205951735,0.180998106,0.158512314,0.144029048,0.18021676,0.122568728,0.128700771,0.150763673,0.149419631,0.151993826,0.149259292,0.172348183,0.137295668,0.150351726,0.185257224,0.208535262,0.162335581,0.151288523,0.17520735,0.13793993,0.178401474,0.146252931,0.237345866,0.134166473,0.17383963,0.187021918,0.137659404,0.146221488,0.16204613,0.165563685,0.208198202,0.131734337,0.143466775,0.098424581,0.216362473,0.147407122,0.149852226,0.084387057,0.168046881,0.113949556,0.140919822,0.188932121,0.104110121,0.113536097,0.085301415,0.11136763,0.096339942,0.124585089,0.099452044,0.107158426,0.107546617,0.168786954,0.147558759,0.164295678,0.167187001,0.156199657,0.154471383,0.15182826,0.193212197,0.160159397,0.185713121,0.21146051,0.209501533,0.148516326,0.191247516,0.166242101,0.114494103,0.151772956,0.133100096,0.153636184,0.131653939,0.129393846,0.119615694,0.193790321,0.131754379,0.157861246,0.186035546,0.125701067,0.147040954,0.132487095,0.162177789,0.156551705,0.245560529,0.207083758,0.177111419,0.125006404,0.08355577,0.120239303,0.122992588,0.109198502,0.103330123,0.127916891,0.100140958,0.06165424,0.147143884,0.100236329,0,0.09188009,0.118467649,0.133605764,0.16959905,0.117123824,0.130697642,0.147000869,0.14560183300000001,0.194004228,0.133116375,0.152880876,0.158059927,0.165573797,0.165160741,0.143714422,0.150328424,0.115500069,0.153435288,0.237147004,0.233609318,0.225804819,0.180522587,0.214148947,0.198677028,0.124115398,0.097717477,0.147609804,0.12453544800000001,0.15031937,0.164607905,0.189544054
21_7,0.084969979,0.123570301,0.108459487,0.157357482,0.123554632,0.108708703,0.131046683,0.276319233,0.12164892,0.252288629,0.275738145,0.151155333,0.259195528,0.139263177,0.182667995,0.255646605,0.176581965,0.148710755,0.172020847,0.18623379,0.204498896,0.135947252,0.137919181,0.155336154,0.159460572,0.157065678,0.122063152,0.146300441,0.11971941999999999,0.147670799,0.138024722,0.135857487,0.153369573,0.134792907,0.127323563,0.318768231,0.311793085,0.203382565,0.241614891,0.217905991,0.136504405,0.19263336,0.188348547,0.23792812,0.205534142,0.253425997,0.208810329,0.228755786,0.193616277,0.11537173,0.10968531,0.150892453,0.097625326,0.110715341,0.108932798,0.117892893,0.124115754,0.09971045,0.117819921,0.11142797,0.142461196,0.140985055,0.172770817,0.108903461,0.120476485,0.124374346,0.147850676,0.126420178,0.125920744,0.224740556,0.126667826,0.138108719,0.141100083,0.097811942,0.138705714,0.127527589,0.116398766,0.182870129,0.108995191,0.11670148,0.102652501,0.212388241,0.116066274,0.125208552,0.075738182,0.142447069,0.102444948,0.117115812,0.178384606,0.1030949,0.089955886,0.10372203,0.092657573,0.104738255,0.126883195,0.09519003,0.114715998,0.156547887,0.140068039,0.140782073,0.123870423,0.145746026,0.125249014,0.137807019,0.114963024,0.166062136,0.138905171,0.161533839,0.183631503,0.190114728,0.140351623,0.160109455,0.132959035,0.146998319,0.126440832,0.129363048,0.114337552,0.153096866,0.13980668,0.096818736,0.166007327,0.117585858,0.118599648,0.160229838,0.118707921,0.102679551,0.123630748,0.126193952,0.150915264,0.248445086,0.194338767,0.160361346,0.117812235,0.10155083,0.12104928,0.109636083,0.08149804,0.090948778,0.100842985,0.09726429,0.076828677,0.141138463,0.126349959,0.09188009,0,0.102926336,0.081248591,0.135866373,0.092077634,0.130209045,0.124934107,0.113667062,0.164201768,0.07990539,0.127565384,0.128010146,0.127162188,0.164256444,0.141031924,0.105702046,0.110985593,0.163494634,0.206463517,0.201596959,0.197876433,0.143165897,0.182137163,0.164234952,0.092672942,0.081486907,0.112945421,0.124161224,0.112673834,0.134985765,0.17866909
