phylum,class,order,family,genus,primary_lifestyle,secondary_lifestyle,growth_form_template
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Australicium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Australohydnum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Austrolentinus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Bornetina,,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Bourdotiella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Candelabrochaete,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cartilosoma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Castanoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cellulariella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cerocorticium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Chrysoderma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Climacocystis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Columnodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Conohypha,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Coralloderma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cordochaete,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Coriolus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cryptomphalina,unspecified_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cyanodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cystidiophorus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Dendrodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Dendrophlebia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Diacanthodes,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Diplomitoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Erastia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Fabisporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Faerberia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Fibroporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Fuscocerrena,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Gilbertsonia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Globosomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Globuliciopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Gyrophanopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Henningsia,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Hjortstamia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Hymenogramme,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Hyphodontiastra,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Irpicochaete,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Laetifomes,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Lasiochlaena,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Leiotrametes,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Lenzites,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Leptoporellus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Loweporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Macrohyporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Melanoporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Meruliophana,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Mycoleptodon,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Mycoleptodonoides,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Mycorrhaphoides,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Nigrohydnum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Nodotia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Pachyma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Parmastomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Phaeodaedalea,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Phanerodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Phaneroites,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Phlebiella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Pilatoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Piptoporellus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Piptoporus,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Poria,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Poronidulus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Pseudofibroporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Ptychogaster,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Pulcherricium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Pycnoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Repetobasidiopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Rhodonia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Roseofavolus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Roseograndinia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Ryvardenia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Sarcoporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Skeletohydnum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Sparassiella,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Spathulina,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Spongioides,,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Spongipellis,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Stegiacantha,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Taiwanofungus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Trametella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Trulla,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Crustoderma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Pycnoporellus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Antella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Atraporiella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Austeria,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Butyrea,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Cabalodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Caudicicola,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Citripora,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Flabellophora,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Flaviporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Frantisekia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Junghuhnia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Lamelloporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Loweomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Metuloidea,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Mycorrhaphium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Niemelaea,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Nigroporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Physodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Xanthoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasmatella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Albatrellopsis,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Albatrellus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Byssoporia,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Fevansia,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Laeticutis,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Leucogaster,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Leucophleps,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Mycolevis,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Neoalbatrellus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Polyporoletus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Polypus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Scutiger,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Xeroceps,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Amylonotus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Artomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Dentipratulum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Stalpersia,soil_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Amylaria,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Amylosporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Bondarzewia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Gloiodon,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Laurilia,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Lauriliella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Stecchericium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Wrightoporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Echinodontiellum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Echinodontium,plant_pathogen,wood_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Gloeohypochnicium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Echinodontiaceae,Larssoniporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Creolophus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Dentipellicula,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Laxitextum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Pseudowrightoporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Wrightoporiopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Hybogasteraceae,Hybogaster,unspecified_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Stereofomes,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Amylofungus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Asterostroma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Cryptochaete,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Dendrophora,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Dichostereum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Entomocorticium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Gloiothele,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Lachnocladium,wood_saprotroph,litter_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Licrostroma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Metulodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,wood_saprotroph,plant_pathogen,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Scytinostroma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Vararia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Vesiculomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Arcangeliella,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Cystangium,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Gymnomyces,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactifluus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Macowanites,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Martellia,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Multifurca,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Zelleromyces,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Aleurocystidiellum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Boidinia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Dentipellopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Dichantharellus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Dichopleuropus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Duportella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Gloeoasterostroma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Gloeodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Gloeopeniophorella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Haloaleurodiscus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Perplexostereum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Pseudoxenasma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Scopulodontia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Russulales family incertae sedis,Scytinostromella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Acanthobasidium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Acanthofungus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Acanthophysellum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Acanthophysium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurobotrys,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurodiscus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleuromyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Amylohyphus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Amylosporomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Amylostereum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Conferticium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Coniophorafomes,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Dextrinocystidium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeocystidiellum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeocystidiopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeomyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Megalocystidium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Neoaleurodiscus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Scotoderma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Xylobolus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Xenasmataceae,Xenosperma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Chaetospermum,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Craterocolla,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Ditangium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Globulisebacina,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Helvellosebacina,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Paulisebacina,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremellodendron,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremelloscypha,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremellostereum,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Piriformospora,root_endophyte,soil_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,root_endophyte,soil_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Stereopsidales,Stereopsidaceae,Clavulicium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Stereopsidales,Stereopsidaceae,Stereopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Bankera,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Boletopsis,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Corneroporus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,ectomycorrhizal,,filamentous_mycelium
