otu_num,phylum,class,order,family,genus,species,primary_lifestyle
otu_881,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus_asiaticus,wood_saprotroph
otu_882,NA,NA,NA,NA,NA,NA,NA
otu_883,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania,Acidomelania_panicicola,NA
otu_884,NA,NA,NA,NA,NA,NA,NA
otu_885,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_globulifera,soil_saprotroph
otu_886,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,arbuscular_mycorrhizal
otu_887,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_888,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Robillarda,NA,NA
otu_889,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_890,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,dung_saprotroph
otu_891,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_892,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,NA,animal_parasite
otu_893,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_894,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,NA
otu_895,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,NA,lichen_parasite
otu_896,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_moniliiforme,animal_parasite
otu_897,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,unidentified,dung_saprotroph
otu_898,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,NA,arbuscular_mycorrhizal
otu_899,NA,NA,NA,NA,NA,NA,NA
otu_900,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_901,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA
otu_902,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA,wood_saprotroph
otu_903,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Ophioceras,Ophioceras_aquaticum,NA
otu_904,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_905,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_906,NA,NA,NA,NA,NA,NA,NA
otu_907,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_908,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_909,NA,NA,NA,NA,NA,NA,NA
otu_910,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_911,Ascomycota,NA,NA,NA,NA,NA,NA
otu_912,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_dumetorum,soil_saprotroph
otu_913,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,unidentified,NA
otu_914,NA,NA,NA,NA,NA,NA,NA
otu_915,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_916,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_917,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,unidentified,litter_saprotroph
otu_918,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Amphobotrys,Amphobotrys_ricini,NA
otu_919,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Echria,NA,dung_saprotroph
otu_920,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Neptunomyces,Neptunomyces_aureus,NA
otu_921,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Microdochium_seminicola,plant_pathogen
otu_922,Ascomycota,NA,NA,NA,NA,NA,NA
otu_923,Ascomycota,NA,NA,NA,NA,NA,NA
otu_924,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA
otu_925,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_926,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,NA
otu_927,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Sporoschisma,Sporoschisma_hemipsilum,wood_saprotroph
otu_928,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_929,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Stictis,unidentified,lichenized
otu_930,Ascomycota,NA,NA,NA,NA,NA,NA
otu_931,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_932,NA,NA,NA,NA,NA,NA,NA
otu_933,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,unidentified,unidentified,NA
otu_934,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA,NA
otu_935,NA,NA,NA,NA,NA,NA,NA
otu_936,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_937,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_938,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_939,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,NA,NA
otu_940,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,unidentified,unspecified_saprotroph
otu_941,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron_maius,NA
otu_942,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,NA,plant_pathogen
otu_943,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,Hymenogaster_griseus,ectomycorrhizal
otu_944,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus_americanus,ectomycorrhizal
otu_945,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium_griseo-ochraceum,litter_saprotroph
otu_946,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA,pollen_saprotroph
otu_947,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA
otu_948,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,unidentified,NA
otu_949,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_950,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_951,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp,NA
otu_952,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_953,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_954,Ascomycota,Geoglossomycetes,Geoglossales,unidentified,unidentified,unidentified,NA
otu_955,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_siennophylla,soil_saprotroph
otu_956,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA,NA
otu_957,Ascomycota,Sordariomycetes,Savoryellales,Savoryellaceae,Savoryella,Savoryella_paucispora,wood_saprotroph
otu_958,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,unidentified,arbuscular_mycorrhizal
otu_959,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,unidentified,soil_saprotroph
otu_960,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,unidentified,animal_parasite
otu_961,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA
otu_962,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,unidentified,wood_saprotroph
otu_963,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,NA,NA
otu_964,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_965,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,root_endophyte
otu_966,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_967,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,NA
otu_968,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_polyphialidicum,plant_pathogen
otu_969,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,NA,plant_pathogen
otu_970,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,unidentified,wood_saprotroph
otu_971,NA,NA,NA,NA,NA,NA,NA
otu_972,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia_maclaganii,plant_pathogen
otu_973,NA,NA,NA,NA,NA,NA,NA
otu_974,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_975,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Humaria,NA,ectomycorrhizal
otu_976,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Trochila,unidentified,NA
otu_977,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,unidentified,soil_saprotroph
otu_978,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA,NA
otu_979,NA,NA,NA,NA,NA,NA,NA
otu_980,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,NA,litter_saprotroph
otu_981,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_982,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,unidentified,soil_saprotroph
otu_983,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_984,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Jansia,unidentified,soil_saprotroph
otu_985,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_986,NA,NA,NA,NA,NA,NA,NA
otu_987,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,NA,litter_saprotroph
otu_988,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_989,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_990,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_991,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_992,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA,NA
otu_993,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_994,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA,litter_saprotroph
otu_995,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,unidentified,NA
otu_996,NA,NA,NA,NA,NA,NA,NA
otu_997,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_menthae,litter_saprotroph
otu_998,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,NA,litter_saprotroph
otu_999,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Heteroconium,unidentified,NA
otu_1000,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,plant_pathogen
otu_1001,NA,NA,NA,NA,NA,NA,NA
otu_1002,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Paurocotylis,unidentified,NA
otu_1003,NA,NA,NA,NA,NA,NA,NA
otu_1004,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,unidentified,litter_saprotroph
otu_1005,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_zeae,NA
otu_1006,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_1007,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA,NA
otu_1008,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,NA,soil_saprotroph
otu_1009,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,Cheilymenia_stercorea,litter_saprotroph
otu_1010,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,Hemimycena_angustispora,NA
otu_1011,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_1012,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,unidentified,wood_saprotroph
otu_1013,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Microdochium_colombiense,plant_pathogen
otu_1014,Ascomycota,Eurotiomycetes,Verrucariales,unidentified,unidentified,unidentified,NA
otu_1015,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_gemmifera,soil_saprotroph
otu_1016,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,unidentified,litter_saprotroph
otu_1017,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,NA,litter_saprotroph
otu_1018,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_1019,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,unidentified,pollen_saprotroph
otu_1020,NA,NA,NA,NA,NA,NA,NA
otu_1021,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_punctatus,pollen_saprotroph
otu_1022,NA,NA,NA,NA,NA,NA,NA
otu_1023,NA,NA,NA,NA,NA,NA,NA
otu_1024,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_1025,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_1026,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,ectomycorrhizal
otu_1027,Ascomycota,Eurotiomycetes,NA,NA,NA,NA,NA
otu_1028,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium_jonesii,pollen_saprotroph
otu_1029,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Operculomyces,Operculomyces_laminatus,NA
otu_1030,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,NA,NA
otu_1031,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella_nigra,dung_saprotroph
otu_1032,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_1033,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,NA,NA
otu_1034,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Paratricharina,unidentified,soil_saprotroph
otu_1035,Ascomycota,Xylonomycetes,GS34,unidentified,unidentified,unidentified,NA
otu_1036,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_1037,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_1038,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,Limonomyces_culmigenus,plant_pathogen
otu_1039,NA,NA,NA,NA,NA,NA,NA
otu_1040,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum,arbuscular_mycorrhizal
otu_1041,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_1042,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA
otu_1043,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_1044,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_1045,Ascomycota,Dothideomycetes,Pleosporales,Parabambusicolaceae,Paratrimmatostroma,Paratrimmatostroma_kunmingensis,litter_saprotroph
otu_1046,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus_leucothites,soil_saprotroph
otu_1047,NA,NA,NA,NA,NA,NA,NA
otu_1048,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_hadriani,soil_saprotroph
otu_1049,NA,NA,NA,NA,NA,NA,NA
otu_1050,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,unidentified,NA
otu_1051,NA,NA,NA,NA,NA,NA,NA
otu_1052,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_1053,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_1054,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA,unspecified_saprotroph
otu_1055,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,NA,root_endophyte
otu_1056,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_curvulum,NA
otu_1057,NA,NA,NA,NA,NA,NA,NA
otu_1058,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus_claroideum,arbuscular_mycorrhizal
otu_1059,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_1060,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,unidentified,unidentified,unidentified,NA
otu_1061,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Cordana,Cordana_terrestris,NA
otu_1062,NA,NA,NA,NA,NA,NA,NA
otu_1063,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,ectomycorrhizal
otu_1064,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_1065,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1066,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_1067,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_1068,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA,NA
otu_1069,NA,NA,NA,NA,NA,NA,NA
otu_1070,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_tsunedae,soil_saprotroph
otu_1071,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,animal_parasite
otu_1072,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1073,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_1074,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,NA,NA
otu_1075,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_1076,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_1077,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_1078,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_1079,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_desmazieri,plant_pathogen
otu_1080,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena_strobilinoidea,NA
otu_1081,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,unidentified,litter_saprotroph
otu_1082,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_1083,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_fusarioides,litter_saprotroph
otu_1084,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_1085,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,NA,NA
otu_1086,NA,NA,NA,NA,NA,NA,NA
otu_1087,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Phragmocephala,NA,wood_saprotroph
otu_1088,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_1089,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Sigarispora,NA,litter_saprotroph
otu_1090,NA,NA,NA,NA,NA,NA,NA
otu_1091,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,unidentified,NA
otu_1092,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_1093,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,Clathrosphaerina_zalewskii,litter_saprotroph
otu_1094,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidiopsis,unidentified,NA
otu_1095,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1096,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Hazenia,NA,NA
otu_1097,NA,NA,NA,NA,NA,NA,NA
otu_1098,NA,NA,NA,NA,NA,NA,NA
otu_1099,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_americana,plant_pathogen
otu_1100,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_1101,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_1102,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,root_endophyte
otu_1103,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1104,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,wood_saprotroph
otu_1105,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_1106,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,unidentified,NA
otu_1107,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_1108,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_1109,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_1110,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_1111,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incanum,soil_saprotroph
otu_1112,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1113,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii,soil_saprotroph
otu_1114,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_chlorophyti,plant_pathogen
otu_1115,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,NA,wood_saprotroph
otu_1116,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,unidentified,unidentified,NA
otu_1117,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,Agrocybe_erebia,NA
otu_1118,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas_epicalamia,NA
otu_1119,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_1120,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,unidentified,NA
otu_1121,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,unidentified,soil_saprotroph
otu_1122,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_1123,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA,soil_saprotroph
otu_1124,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,unidentified,wood_saprotroph
otu_1125,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,arbuscular_mycorrhizal
otu_1126,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudolachnea,Pseudolachnea_fraxini,wood_saprotroph
otu_1127,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_1128,Ascomycota,Geoglossomycetes,Geoglossales,unidentified,unidentified,unidentified,NA
otu_1129,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,unidentified,unidentified,NA
otu_1130,Ascomycota,NA,NA,NA,NA,NA,NA
otu_1131,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,NA
otu_1132,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Arthropsis,Arthropsis_hispanica,NA
otu_1133,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_1134,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_1135,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_1136,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_1137,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_1138,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA
otu_1139,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,NA,wood_saprotroph
otu_1140,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_1141,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,arbuscular_mycorrhizal
otu_1142,NA,NA,NA,NA,NA,NA,NA
otu_1143,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_1144,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Eleutherascus,Eleutherascus_lectardii,soil_saprotroph
otu_1145,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_ellisii,ectomycorrhizal
otu_1146,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_1147,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,unidentified,dung_saprotroph
otu_1148,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_1149,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_1150,NA,NA,NA,NA,NA,NA,NA
otu_1151,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis,unidentified,plant_pathogen
