otu_num,phylum,class,order,family,genus,species,primary_lifestyle
otu_597,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,ectomycorrhizal
otu_598,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum_dulcitum,soil_saprotroph
otu_599,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_michotii,wood_saprotroph
otu_600,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_601,NA,NA,NA,NA,NA,NA,NA
otu_602,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA
otu_603,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,Chrysosporium_pseudomerdarium,NA
otu_604,NA,NA,NA,NA,NA,NA,NA
otu_605,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_606,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_complutensis,wood_saprotroph
otu_607,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,NA,plant_pathogen
otu_608,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Paracylindrocarpon,Paracylindrocarpon_aloicola,litter_saprotroph
otu_609,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pellidiscus,Pellidiscus_pallidus,NA
otu_610,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_compressum,arbuscular_mycorrhizal
otu_611,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_612,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Calloria,Calloria_urticae,NA
otu_613,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_614,Ascomycota,NA,NA,NA,NA,NA,NA
otu_615,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA,NA
otu_616,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Trichopezizella,unidentified,NA
otu_617,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_618,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Neopseudolachnella,NA,litter_saprotroph
otu_619,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_620,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_621,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_kiliense,NA
otu_622,NA,NA,NA,NA,NA,NA,NA
otu_623,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,unidentified,litter_saprotroph
otu_624,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_625,NA,NA,NA,NA,NA,NA,NA
otu_626,Ascomycota,NA,NA,NA,NA,NA,NA
otu_627,NA,NA,NA,NA,NA,NA,NA
otu_628,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_629,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Microscypha,unidentified,NA
otu_630,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_631,Ascomycota,NA,NA,NA,NA,NA,NA
otu_632,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_633,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_quadriseptata,wood_saprotroph
otu_634,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,NA,wood_saprotroph
otu_635,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_636,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_637,NA,NA,NA,NA,NA,NA,NA
otu_638,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_639,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_640,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_641,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Hodophilus,NA,soil_saprotroph
otu_642,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,dung_saprotroph
otu_643,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA,NA
otu_644,NA,NA,NA,NA,NA,NA,NA
otu_645,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_urticicola,soil_saprotroph
otu_646,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_cladoniicola,lichen_parasite
otu_647,Mucoromycota,NA,NA,NA,NA,NA,NA
otu_648,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_649,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,NA,plant_pathogen
otu_650,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_651,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_652,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_653,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_scyphoides,litter_saprotroph
otu_654,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_655,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,unidentified,NA
otu_656,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,NA
otu_657,NA,NA,NA,NA,NA,NA,NA
otu_658,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_659,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_660,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,unidentified,litter_saprotroph
otu_661,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_662,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,unidentified,unidentified,NA
otu_663,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_664,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_665,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_antarctica,soil_saprotroph
otu_666,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA
otu_667,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,NA
otu_668,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_669,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_670,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_pilosa,ectomycorrhizal
otu_671,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA
otu_672,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa,plant_pathogen
otu_673,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,unidentified,NA
otu_674,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,Dactylaria_dimorphospora,NA
otu_675,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Chordomyces,Chordomyces_antarcticus,soil_saprotroph
otu_676,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_phialophoroides,NA
otu_677,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_678,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_679,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_680,NA,NA,NA,NA,NA,NA,NA
otu_681,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA,NA
otu_682,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA,NA
otu_683,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA
otu_684,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_685,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,plant_pathogen
otu_686,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_687,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_californica,soil_saprotroph
otu_688,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_689,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_690,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_691,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_692,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,plant_pathogen
otu_693,NA,NA,NA,NA,NA,NA,NA
otu_694,NA,NA,NA,NA,NA,NA,NA
otu_695,Ascomycota,Xylonomycetes,GS34,unidentified,unidentified,unidentified,NA
otu_696,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_697,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_698,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_699,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_700,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_701,NA,NA,NA,NA,NA,NA,NA
otu_702,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_rosea,soil_saprotroph
otu_703,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,NA,wood_saprotroph
otu_704,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora_tritici-repentis,plant_pathogen
otu_705,NA,NA,NA,NA,NA,NA,NA
otu_706,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_707,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,unidentified,litter_saprotroph
otu_708,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,NA
otu_709,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_710,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,animal_parasite
otu_711,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,NA,unspecified_saprotroph
otu_712,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_713,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_pyriformis,NA
otu_714,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_715,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_716,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_paraensis,soil_saprotroph
otu_717,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_718,Ascomycota,NA,NA,NA,NA,NA,NA
otu_719,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania,Acidomelania_panicicola,NA
otu_720,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_721,Ascomycota,NA,NA,NA,NA,NA,NA
otu_722,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,NA,nectar/tap_saprotroph
otu_723,Ascomycota,NA,NA,NA,NA,NA,NA
otu_724,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,NA,NA
otu_725,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_moseri,soil_saprotroph
otu_726,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_727,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_728,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_729,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraophiobolus,NA,litter_saprotroph
otu_730,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_731,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_carneum,animal_parasite
otu_732,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,litter_saprotroph
otu_733,Ascomycota,NA,NA,NA,NA,NA,NA
otu_734,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_735,NA,NA,NA,NA,NA,NA,NA
otu_736,NA,NA,NA,NA,NA,NA,NA
otu_737,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_deliquescens,soil_saprotroph
otu_738,Ascomycota,NA,NA,NA,NA,NA,NA
otu_739,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_740,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,plant_pathogen
otu_741,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_742,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron_cereale,NA
otu_743,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_744,NA,NA,NA,NA,NA,NA,NA
otu_745,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,unidentified,unidentified,NA
otu_746,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA,NA
otu_747,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria_verrucaria,soil_saprotroph
otu_748,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_749,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_glomerata,plant_pathogen
otu_750,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_751,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_752,NA,NA,NA,NA,NA,NA,NA
otu_753,NA,NA,NA,NA,NA,NA,NA
otu_754,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Remersonia,Remersonia_thermophila,NA
otu_755,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,root_endophyte
otu_756,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_757,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA,NA
otu_758,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Pseudocoleophoma_polygonicola,plant_pathogen
otu_759,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_760,NA,NA,NA,NA,NA,NA,NA
otu_761,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,litter_saprotroph
otu_762,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella_korrae,plant_pathogen
otu_763,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_764,NA,NA,NA,NA,NA,NA,NA
otu_765,Ascomycota,NA,NA,NA,NA,NA,NA
otu_766,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium,unidentified,litter_saprotroph
otu_767,NA,NA,NA,NA,NA,NA,NA
otu_768,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_769,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,unidentified,unspecified_saprotroph
otu_770,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon_hyphodontinus,wood_saprotroph
otu_771,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_areolatum,ectomycorrhizal
otu_772,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_773,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_774,NA,NA,NA,NA,NA,NA,NA
otu_775,NA,NA,NA,NA,NA,NA,NA
otu_776,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_777,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,plant_pathogen
otu_778,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_779,NA,NA,NA,NA,NA,NA,NA
otu_780,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,NA,NA
otu_781,Ascomycota,NA,NA,NA,NA,NA,NA
otu_782,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_indicum,arbuscular_mycorrhizal
otu_783,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_784,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,unidentified,NA
otu_785,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiales_fam_Incertae_sedis,Halokirschsteiniothelia,unidentified,NA
otu_786,Ascomycota,Dothideomycetes,Pleosporales,Neomassarinaceae,Neomassarina,NA,wood_saprotroph
otu_787,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,unidentified,unidentified,NA
otu_788,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_789,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Paragibellulopsis,Paragibellulopsis_chrysanthemi,litter_saprotroph
otu_790,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,unidentified,wood_saprotroph
otu_791,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,unidentified,arbuscular_mycorrhizal
otu_792,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA
otu_793,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_794,NA,NA,NA,NA,NA,NA,NA
otu_795,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_796,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,NA,plant_pathogen
otu_797,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,unidentified,plant_pathogen
otu_798,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,NA
otu_799,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua,soil_saprotroph
otu_800,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_801,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,root_endophyte
otu_802,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,plant_pathogen
otu_803,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_804,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,litter_saprotroph
otu_805,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_806,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_bamuru,NA
otu_807,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_808,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_809,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_flexuosum,NA
otu_810,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_811,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_812,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_813,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_814,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_815,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,NA,NA,NA
otu_816,Ascomycota,Archaeorhizomycetes,NA,NA,NA,NA,NA
otu_817,Ascomycota,NA,NA,NA,NA,NA,NA
otu_818,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon_borealis,wood_saprotroph
otu_819,NA,NA,NA,NA,NA,NA,NA
otu_820,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_821,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Delicatula,Delicatula_integrella,NA
otu_822,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,NA,plant_pathogen
otu_823,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Arrhenia,NA,NA
otu_824,NA,NA,NA,NA,NA,NA,NA
otu_825,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_826,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_rutilum,NA
otu_827,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,NA,litter_saprotroph
otu_828,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_829,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,NA,litter_saprotroph
otu_830,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,NA,plant_pathogen
otu_831,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_832,Ascomycota,NA,NA,NA,NA,NA,NA
otu_833,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_argentina,plant_pathogen
otu_834,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_835,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_836,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,unidentified,NA
otu_837,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA,litter_saprotroph
otu_838,NA,NA,NA,NA,NA,NA,NA
otu_839,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_siennophylla,soil_saprotroph
otu_840,NA,NA,NA,NA,NA,NA,NA
otu_841,Ascomycota,Sordariomycetes,Boliniales,unidentified,unidentified,unidentified,NA
otu_842,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA,NA
otu_843,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA,NA
otu_844,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_stuposa,ectomycorrhizal
otu_845,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,NA,plant_pathogen
otu_846,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_847,Ascomycota,NA,NA,NA,NA,NA,NA
otu_848,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,plant_pathogen
otu_849,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_850,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_flavoviride,animal_parasite
otu_851,NA,NA,NA,NA,NA,NA,NA
otu_852,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,unidentified,wood_saprotroph
otu_853,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_invisitata,wood_saprotroph
otu_854,Ascomycota,NA,NA,NA,NA,NA,NA
otu_855,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_friesii,soil_saprotroph
otu_856,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_857,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA
otu_858,NA,NA,NA,NA,NA,NA,NA
otu_859,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_860,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria_romagnesiana,NA
otu_861,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Petrakia,unidentified,plant_pathogen
otu_862,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_863,NA,NA,NA,NA,NA,NA,NA
otu_864,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Arachnotheca,Arachnotheca_glomerata,dung_saprotroph
otu_865,NA,NA,NA,NA,NA,NA,NA
otu_866,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_867,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_868,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum,arbuscular_mycorrhizal
otu_869,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,NA,wood_saprotroph
otu_870,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,plant_pathogen
otu_871,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_mesospora,soil_saprotroph
otu_872,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA,NA
otu_873,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_rosea,soil_saprotroph
otu_874,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_875,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,plant_pathogen
otu_876,NA,NA,NA,NA,NA,NA,NA
otu_877,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_biseptum,NA
otu_878,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Alatospora_acuminata,NA
otu_879,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_880,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,unidentified,arbuscular_mycorrhizal
