otu_num,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,confidence,primary_lifestyle
otu_1175,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1176,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus_obscurus,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,wood_saprotroph
otu_1177,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_globosa,Preussia,13,Saprotroph,Undefined Saprotroph,Probable,dung_saprotroph
otu_1178,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelaria,Candelaria_fibrosa,Candelaria,13,Symbiotroph,Lichenized,Highly Probable,NA
otu_1179,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,NA,Glarea,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1180,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Slopeiomyces,Slopeiomyces_cylindrosporus,Magnaporthaceae,9,Pathotroph,Plant Pathogen,Probable,root_endophyte
otu_1181,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_bernensis,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1182,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,Russula,13,Symbiotroph,Ectomycorrhizal,Highly Probable,ectomycorrhizal
otu_1183,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,Clitopilus,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_1184,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraophiobolus,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,litter_saprotroph
otu_1185,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,Helotiaceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,NA
otu_1186,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,Podospora,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Possible,NA
otu_1187,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1188,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,NA,Agrocybe,13,Saprotroph,Dung Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,NA
otu_1189,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Fibulochlamys,Fibulochlamys_chilensis,Lyophyllaceae,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Pathogen-Undefined Saprotroph,Possible,wood_saprotroph
otu_1190,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Bimuria,Bimuria_novae-zelandiae,Bimuria,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1191,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,Agrocybe_elatella,Agrocybe,13,Saprotroph,Dung Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,NA
otu_1192,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Subplenodomus,Subplenodomus_valerianae,Subplenodomus,13,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_1193,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_1194,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1195,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,Coprinellus,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1196,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_1197,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,NA,Pseudeurotium,13,Saprotroph,Undefined Saprotroph,Probable,dung_saprotroph
otu_1198,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_fungicola,Lecanicillium,13,Pathotroph,Animal Pathogen,Probable,animal_parasite
otu_1199,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_1200,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1201,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,Psathyrella,13,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_1202,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_1203,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Paratricharina,unidentified,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Possible,soil_saprotroph
otu_1204,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_obsoleta,Inocybe,13,Symbiotroph,Ectomycorrhizal,Highly Probable,ectomycorrhizal
otu_1205,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_algeriense,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Possible,plant_pathogen
otu_1206,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1207,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_1208,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,unidentified,Pluteus,13,Pathotroph-Saprotroph,Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph,Probable,litter_saprotroph
otu_1209,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA,Entolomataceae,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,NA
otu_1210,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,Tetracladium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1211,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudolachnea,Pseudolachnea_fraxini,Chaetosphaeriaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,wood_saprotroph
otu_1212,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces_perniciosus,Hypomyces,13,Pathotroph,Fungal Parasite,Highly Probable,mycoparasite
otu_1213,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,unidentified,unidentified,Tuberaceae,9,Symbiotroph,Ectomycorrhizal,Probable,NA
otu_1214,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_pyriformis,Podospora,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Possible,NA
otu_1215,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1216,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista_sordida,Lepista,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1217,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,Ophiosphaerella,13,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_1218,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_complutensis,Psathyrella,13,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_1219,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_undulatosporum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,soil_saprotroph
otu_1220,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,Clavariaceae,9,Saprotroph-Symbiotroph,Lichenized-Undefined Saprotroph,Probable,NA
otu_1221,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA,Entolomataceae,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,NA
otu_1222,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1223,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1224,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1225,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1226,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,unidentified,Lecythophora,13,Symbiotroph,Endophyte,Highly Probable,unspecified_saprotroph
otu_1227,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Petrakia,unidentified,Melanommataceae,9,Saprotroph,Wood Saprotroph,Probable,plant_pathogen
otu_1228,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_carneum,Metarhizium,13,Pathotroph,Animal Pathogen,Probable,animal_parasite
otu_1229,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Trichoglossum_walteri,Trichoglossum,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1230,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1231,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA,Scutellinia,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_1232,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_graminis,Rhodotorula,13,Pathotroph-Saprotroph,Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1233,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_tanneri,Geranomyces,13,Saprotroph,Undefined Saprotroph,Probable,pollen_saprotroph
otu_1234,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1235,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus_verrucosus,Microascaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,Possible,soil_saprotroph
otu_1236,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Atractiella_rhizophila,Atractiella,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1237,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_1238,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,Colletotrichum,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,plant_pathogen
otu_1239,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_1240,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_spicifera,Curvularia,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_1241,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1242,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1243,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1244,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia_scutellata,Scutellinia,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_1245,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,NA,Nigrospora,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1246,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1247,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,NA
otu_1248,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Possible,plant_pathogen
otu_1249,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1250,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_longistriatum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,soil_saprotroph
otu_1251,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,plant_pathogen
otu_1252,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1253,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_1254,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_gordonii,Psathyrella,13,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_1255,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_enderlei,Conocybe,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1256,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,NA,Lachnum,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1257,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella_korrae,Ophiosphaerella,13,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_1258,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_curvulum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_1259,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,NA,Pseudocercospora,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_1260,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus_ranarum,Basidiobolus,13,Pathotroph-Saprotroph-Symbiotroph,Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1261,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,NA
otu_1262,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1263,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella_intermedia,Sporormiella,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_1264,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix_roseogrisea,Gliomastix,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1265,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_pseudomarcescibilis,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Probable,soil_saprotroph
otu_1266,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,Mycoleptodiscus_terrestris,Mycoleptodiscus,13,Pathotroph,Plant Pathogen,Probable,NA
otu_1267,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,Geoglossaceae,9,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1268,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,Talaromyces,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1269,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Arthropsis,Arthropsis_hispanica,Arthropsis,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,NA
otu_1270,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Alatospora_acuminata,Alatospora,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1271,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA,Conocybe,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1272,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Neocamarosporium,NA,Pleosporaceae,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_1273,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,Clavaria,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1274,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_antarctica,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_1275,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,unidentified,Eucasphaeria,13,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_1276,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_porphyrocephalus_var._pallidus,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1277,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_biseptum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_1278,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Highly Probable,ectomycorrhizal
otu_1279,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,NA,Kockovaella,13,Symbiotroph,Epiphyte,Probable,epiphyte
otu_1280,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_rhossiliensis,Hirsutella,13,Pathotroph,Animal Pathogen,Probable,animal_parasite
otu_1281,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,mycoparasite
otu_1282,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,unidentified,Phaeococcomyces,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_1283,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_cereale,Ceratobasidium,13,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,plant_pathogen
otu_1284,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,Conlarium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_1285,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_1286,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA,Umbelopsis,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1287,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_chlorophyti,Colletotrichum,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,plant_pathogen
otu_1288,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_1289,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_floriforme,Geastrum,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_1290,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Acidea,Acidea_extrema,Acidea,13,Saprotroph,Soil Saprotroph,Highly Probable,NA
otu_1291,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,NA,Dendryphion,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_1292,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_1293,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_1294,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_fumosa,Clavaria,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_1295,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,Thyridariaceae,9,Saprotroph,Wood Saprotroph,Probable,NA
otu_1296,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens,Gibellulopsis,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_1297,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,Cyphellophora,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,litter_saprotroph
otu_1298,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Chaetosphaeronema,unidentified,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,plant_pathogen
