otu_num,otu_ID,phylum,class,order,family,genus,species,primary_lifestyle
otu_463,b65743838b0f9acf182b1c48ead4a455,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA,NA
otu_464,522c549392254f499da9a77d46c23a36,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_nothomixtilis,ectomycorrhizal
otu_465,f68457afb812e659c6ff8f2c7c0623d0,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,unidentified,NA
otu_466,ddf04c7fb3ac233eab427e0041b4a156,NA,NA,NA,NA,NA,NA,NA
otu_467,9671aae75061de109154960e8c566f78,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_468,755a413b951b8c54c2bff86f76691ae3,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_469,8591c80a901aef13d0dca18c88842b17,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
otu_470,4b883e22bb04f70145390a851f7b5a0f,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,unidentified,NA
otu_471,754a87fad641739773b08922daa631cb,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,NA
otu_472,910171274afa502edca484110c7efd15,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_dolichospermus,pollen_saprotroph
otu_473,e2c1e9ba4213ed77ed97b8e263d8cd92,NA,NA,NA,NA,NA,NA,NA
otu_474,87269505fd750773849b27a81fe9f31e,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_sake,NA
otu_475,4035f5bc6e4833c9c7cc788da6bb4f80,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_476,6c637640ed1989cc943f9bc308e50d4a,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_477,df3eae33020fc23b3a4a01870386ee2e,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,NA
otu_478,23cfba2b01142edc3f1a4e7c67483874,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_479,d647211ef6097f00c94f7e4656e6ecf7,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA,soil_saprotroph
otu_480,1e98ba4cc87a582e3679739455e13d11,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_481,4707d7ba7af84d0d5f6eadb4d6c4e8f0,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA,dung_saprotroph
otu_482,9c6fe943e913c7ed2b88a61d6b5bb7b8,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_483,423ea0db0adb9f550a48ca00d7da5959,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_484,f64830833d0538880ccb9001ac324ea9,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_foetens,litter_saprotroph
otu_485,d56bc70dfdc369500c5d256c5f62c301,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_occidentalis,nectar/tap_saprotroph
otu_486,762daefeafadf3ea204df3ca407ea01f,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_487,232098330ee569cee7a594df0a0adf41,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,unidentified,wood_saprotroph
otu_488,c3ca06dd8de665dd81e10409e8ab549c,NA,NA,NA,NA,NA,NA,NA
otu_489,2beeee00dd688038139e64f9f4b37ade,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_490,6fc314b97b2728b98bccde744717759e,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_491,7d5ff5f131bb52286208392d57bf1eb2,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_492,20a0cbbe709224a39017f86721ba574c,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,unidentified,unidentified,NA
otu_493,75a68b138324fa2fc5dc7cc83d15f1bd,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_494,1dc50fa8b8fe34165432962103c54b86,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_495,26fa6eb101435781184457d3432d56ce,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_496,e9efc1eebae37232129cd473b9c0a81a,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_497,7daf782460c0db42df24a9ebe61fa56a,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_argentea,soil_saprotroph
otu_498,9c966bd2a8ba77856a1654da4381fb33,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_499,c4c848c6fb4cd8f2c1af8017cd8f4abc,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_500,3e1119b573f36af9a133b0cbfc9e80a7,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Emericellopsis,NA,NA
otu_501,10bc8d72ccba76af8fc5befa4b0f6734,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA,NA
otu_502,0af6221d031abde22656560cbd0ad4b3,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_503,2012b5f3e695f59572cec0d76678af02,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,NA,litter_saprotroph
otu_504,9897516670c2592b868f6dd3b51e2d52,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,NA,plant_pathogen
otu_505,5cbc52ea460f71a2b5cd50ee0cb7a45f,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_506,0c0498edd60d305a73467d1f58dff6d3,Ascomycota,NA,NA,NA,NA,NA,NA
otu_507,70815ca17142587cbecdf518d6e694d1,Ascomycota,NA,NA,NA,NA,NA,NA
otu_508,97a15ffe34b33c2431d7a7c824e289df,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_cladophila,wood_saprotroph
otu_509,9c5e527df39cfd00e2be7d4b9f67f7f8,NA,NA,NA,NA,NA,NA,NA
otu_510,4c88fbb543bbf1aa7a34f73fb528290f,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_511,0fae4a7ecb3b6be21a88ee741d4c82a6,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina,plant_pathogen
otu_512,ced62ed01353a1935055800e966965aa,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA
otu_513,b524d0a664f6a08489ffcd7bb0849df3,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_514,3f1bb26e849a4340e1c0e323232fcce1,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,unspecified_saprotroph
otu_515,dc0694d822967e02163484ce7c43eae8,NA,NA,NA,NA,NA,NA,NA
otu_516,2330cb0a6317cb519f1e10532042413c,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_517,9d0cd0c636f83efaddb805faace641bf,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_518,178f0600f2a6653381d52f4c8d96bf26,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_519,8cae216ccfa91f711ecb9adecd07048a,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,NA,lichen_parasite
otu_520,0b70d35eefd8b1df7fb1b2c2d6b6b7fe,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_521,4aca0ffb8182fe13ecb8c35e8afa8632,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,NA,plant_pathogen
otu_522,da5adf6c23094e19cf2429dab6c607f2,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_523,cb5609746202301d6225da149604ba69,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_524,f7e131e12af9456f31ca86329a860c1b,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_525,348ec6573da4d40224a3411fdf91dd3d,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,NA
otu_526,7a893cda53d7241bc8f925b895d48552,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_verticillata,unspecified_saprotroph
otu_527,d878ddcfced4111d105701bcfa34565e,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_528,31b6dee858aeac5194de069ae08f3abb,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,NA,plant_pathogen
otu_529,98d9dd6e69833e96e7c2c1aed4fef732,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_530,747e3aef7b540997e3fa90890cffeac7,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_531,225ac94ffd0184bd4b9db2c1ab819f7a,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_532,ab9a60480fa650ed308516fd493b6bd4,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_533,9ef6f5fef74410a5eb454a632cfd3ff2,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_534,18de23d79317113574ac03a4d9dd71b8,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,unidentified,soil_saprotroph
otu_535,763f20f3142e040ea689dcbb5bb3de91,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_536,e8deb7e0b383bef6cdc3803b126a5295,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,NA,NA
otu_537,4677ee75a05c35b0d7e0bded9a51ef30,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala,soil_saprotroph
otu_538,edeb5523d1815caa8493a90d40e29974,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_539,e8d3c9bf905a449edf9e0f9d381cf722,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_540,7a5ad71380623f9131ffef930dc6c539,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_541,08343cdcfa819f2b0323a9601cb58eed,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,NA,NA
otu_542,63dbc53a365a560d768c5299ed75933c,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA,litter_saprotroph
otu_543,ffeae535b77f8c3066fb2d12647c650f,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,unidentified,plant_pathogen
otu_544,4f5c123af8acfe8daf6b2569fc9468dc,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_545,275d68b17471b773c651ca1d95bc4333,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_546,10318ef1fe63d831d20a4c9d38486fc0,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_547,6ee36486eaa0727bc65e7828a0f160fb,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA
otu_548,cc0570e6fb94ae7d90fd5b777f20b086,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora_proliferata,NA
otu_549,abd7944b06187e26c3f8881795d3daa0,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,NA,NA
otu_550,dedba8746a7ef54743910d224735df6c,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_africanum,NA
otu_551,b3dbb3601d25fea4d024fc111c1a5534,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_liliputianus,litter_saprotroph
otu_552,46e66af25acffff91245ec76861f758a,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,NA,plant_pathogen
otu_553,52ab18a468650f57048c109ccfbdeb13,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,NA,plant_pathogen
otu_554,d5a4f2b981ff222c08f3727835ff7397,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_555,83d7bb64247be60c052e2fd0ddffb11c,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_556,4f1c3b57d3bcc6c230f633d19a6b59b4,Ascomycota,NA,NA,NA,NA,NA,NA
otu_557,0717c21579c38b7915660b5fb5eeab2f,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_558,112548b150fd17377a680a4d726ee242,Anthophyta,Monocotyledonae,Commelinales,Pontederiaceae,Pontederia,unidentified,NA
otu_559,71535a35302c81b0eb69d8ef95aac4d0,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,plant_pathogen
otu_560,fa4336dc170fe670950c6b841ef3fb2f,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_livistonae,litter_saprotroph
otu_561,285bdaef5336b2670deed466102aeb83,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified,NA
otu_562,0791f1517fa6851b779818bcad7decf4,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,NA,animal_parasite
otu_563,7cb4c37c33711073da4f6213c8edc11d,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_564,5d8153a55d5b3e6ea431f076132fb3fe,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_pseudodigitata,plant_pathogen
otu_565,ef9c8cc2767fa92060ccb7ca9cea54d5,NA,NA,NA,NA,NA,NA,NA
otu_566,42de35fc01340de3fc541b05178fee2e,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA,NA
otu_567,798865536b370f2ac8712da7e60b4f92,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_568,411c18da323d1167f5e4b9ae2a38805a,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_569,7b105146770ccfafe5764ae39c3602b3,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unidentified,unspecified_saprotroph
otu_570,46f406bc1603de6e4bd8eda86afb30e8,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_571,02665d1bf154723012177754276bf62f,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA
otu_572,18bc4fe00d6cd2c7db87cf0aaa2d6de1,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_decumbens,unspecified_saprotroph
otu_573,c88cc5d7b8de12de8b132bc47358f869,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,unidentified,plant_pathogen
otu_574,13e5c9b7bf701be7f1100875845f130e,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius_leucorotalis,litter_saprotroph
otu_575,13a48b7f2608da88254927907fdab723,Ascomycota,NA,NA,NA,NA,NA,NA
otu_576,887e6063222a43c74bf3e3461477d132,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,animal_parasite
otu_577,e9db17ac3c178a3a0fa106bb7f8f292e,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA,NA
otu_578,67a4cb7e0e8c774f9d23a2c9ff5a8ca9,NA,NA,NA,NA,NA,NA,NA
otu_579,47d5a3643c1d00618978b84094090d6e,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_580,9e63c970d181de47dd64486b68306607,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_581,89e833971e7d1a947c9cee0e27bf399e,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_582,82c91df8a434cbc1e6c58ff923cd2b86,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_583,542be0f2164cb740069c2536f05b2bde,Ascomycota,NA,NA,NA,NA,NA,NA
otu_584,437f0dbab19f6bfe95601749cf46f071,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_victoriae,soil_saprotroph
otu_585,308b16dabb79c99aba0dba7dfeeca436,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA,NA
otu_586,31859d7c88820a2c7b9bc514a78ff832,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_587,2ab17bdc802a8bb1f2c8e4fc5ec7d1bf,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA
otu_588,1c2ae98bc39c0b839c5edf4966370768,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,NA,soil_saprotroph
otu_589,6d945d1252c952a37469e27673b3ea8d,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_limonispora,wood_saprotroph
otu_590,2317780c2b78f13c3afa87a4f0f3cecb,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_591,f72980e1021c10b7beaa31cb01f842fb,Ascomycota,NA,NA,NA,NA,NA,NA
otu_592,db018829569013f9bdcec29f204e8bc1,Ascomycota,NA,NA,NA,NA,NA,NA
otu_593,0d14d8e2ecc7b9317d43b9c854fa7899,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_594,d14de34c253a934b6264d01641f6c425,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_595,9b8b6b9030a421588b545b5fe4a9e8fa,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_596,e8dd7e0adb10ac6f0ce358b3f646f909,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_acuminatus,pollen_saprotroph
otu_597,ba6d4589f7b2788f4e5c7638f27cdbeb,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,ectomycorrhizal
otu_598,3d803395106c2c46e8e7962bd1276221,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum_dulcitum,soil_saprotroph
otu_599,d3b6d627f63463264786cf9afff3f480,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_michotii,wood_saprotroph
otu_600,f7b522dbda481d308dab4f7fa6190882,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_601,a198adf26426d5db99675962ffeea370,NA,NA,NA,NA,NA,NA,NA
otu_602,5993ff3ad07c8dc36a85641f3fa10b6d,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA
otu_603,c8b5e59dbfc6064763abd2e61b9942e6,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,Chrysosporium_pseudomerdarium,NA
otu_604,4925d1c4755a532a81f1b7c1a7503d28,NA,NA,NA,NA,NA,NA,NA
otu_605,6fd0f9d6e86c434fa707fa329469f2e1,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_606,bfeb6c34b52670d8362a8e9cb56db84c,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_complutensis,wood_saprotroph
otu_607,fcf701bec0b37d26eaca01060609c805,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,NA,plant_pathogen
otu_608,0f1ccab15487b71a56c0770752d0c4ed,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Paracylindrocarpon,Paracylindrocarpon_aloicola,litter_saprotroph
otu_609,808d9516e8938429c844d52119920b0f,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pellidiscus,Pellidiscus_pallidus,NA
otu_610,fdc29ebf63c63d249443f86118c975ea,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_compressum,arbuscular_mycorrhizal
otu_611,e9f0fb57b49136af69ba0490512d3cb8,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_612,754997e89cf9a26ca448c8c6a2454622,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Calloria,Calloria_urticae,NA
otu_613,f36eb805dd976f67e7f0be8be8cf37c2,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_614,b67f6e442596dd86f3526a07d3df235b,Ascomycota,NA,NA,NA,NA,NA,NA
otu_615,9255c873e12b840ca3258df3186ebbe6,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA,NA
otu_616,07c4d2c0b2fc55b807e1493522e527a7,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Trichopezizella,unidentified,NA
otu_617,6e30e9f54f7f082bb0a373912ba16aa7,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_618,0e060ba5eeaaf0b9bfea4ab1329999f6,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Neopseudolachnella,NA,litter_saprotroph
otu_619,94ea04f778397ea8eb6ec22c459bb288,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_620,3db4681d92f9eca4e38c699731e87840,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_621,7319631eb1a83cd9ecb6ada20085cf75,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_kiliense,NA
otu_622,8945c9440dcf0fa95d2f76de163154ce,NA,NA,NA,NA,NA,NA,NA
otu_623,175f0b60c6ccadec598b02c10a301e31,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,unidentified,litter_saprotroph
otu_624,6c6426d73b5ba71d61b5888011e28836,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_625,920f3476aa46735ffa8a6acc119583ba,NA,NA,NA,NA,NA,NA,NA
otu_626,00df8db8b7a1403e491825bb2f682c45,Ascomycota,NA,NA,NA,NA,NA,NA
otu_627,4705ac45ad7be5f104895efc8297f66c,NA,NA,NA,NA,NA,NA,NA
otu_628,12f4051e3cef629ff77905071c81ba2f,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_629,9a28aca6f162f3da3739733da700e06e,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Microscypha,unidentified,NA
otu_630,1ff638165ef038473013120797ed50db,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_631,79f15d40c4736178f197be87fc781bb7,Ascomycota,NA,NA,NA,NA,NA,NA
otu_632,a827e9b68c865f70d4a544da33a6d428,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,wood_saprotroph
otu_633,e6bc03d11ae604c81a8a2be999dea086,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_quadriseptata,wood_saprotroph
otu_634,54c46b4b1fdd2a9f7e7759ef47d230fd,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,NA,wood_saprotroph
otu_635,7083dbec97b180402fc5b6bc1e340448,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_636,8ff4eb184997b870ae05c4af605c4ecc,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_637,f89a89ffded04eff7fb0f78ce00fae49,NA,NA,NA,NA,NA,NA,NA
otu_638,4dd324c522b6a2f379687f1aef6c9fc8,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_639,8444e01a6334fe8a0ea5668eaf1d11ce,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_640,b4d1093abe1be5a7ba88f89b233e99eb,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_641,9da4a4d6e892fb5b9cbbf90959bcc1af,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Hodophilus,NA,soil_saprotroph
otu_642,ed4d9641030902bd0059ea0846248ba2,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,dung_saprotroph
otu_643,dbb4ba8079ccbfb1719ed8e230932773,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA,NA
otu_644,7fbb7596cce71e269daa2b645cdeabf1,NA,NA,NA,NA,NA,NA,NA
otu_645,8f15c194216d0f4bfb9b96bc7407021e,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_urticicola,soil_saprotroph
otu_646,37b9a3ebf34ecd37958125acc5a4678d,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_cladoniicola,lichen_parasite
otu_647,47d53504216adbd6ec7a6f902bd11726,Mucoromycota,NA,NA,NA,NA,NA,NA
otu_648,1415add6a4a96f96d3782120871c4835,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_649,d28c900aca008fa0825e6c6ab6f1b45a,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,NA,plant_pathogen
otu_650,b3cb3bcb285addf8dea96bfb7c0f18c6,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_651,48c167ab518f8d1ed09c64c20f8c1921,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_652,012f61028e82933679c70bb3fc07722a,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_653,cbf2272c82271653308ae03e19849152,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_scyphoides,litter_saprotroph
otu_654,4b87db2395a1f8459f1397d3f400b067,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_655,22d13fe62974318171e4d5be2dec2749,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,unidentified,NA
otu_656,26e627da1e8051434cb7a18fd7857d17,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,NA
otu_657,108ed74a11d80ea2ed9035ff684fb46c,NA,NA,NA,NA,NA,NA,NA
