otu_num,otu_ID,phylum,class,order,family,genus,species,primary_lifestyle
otu_187,35c4d54e19b96c32092a74dac39e89aa,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA
otu_188,316e2303064aa55556c1263297c1e57f,NA,NA,NA,NA,NA,NA,NA
otu_189,d68756cfc61e57cd293dbb795f8ac4e3,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_190,d8ff1914ba3e00b960398989f179cb23,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,unidentified,pollen_saprotroph
otu_191,2318789c968f31828514fe2eb480b8b3,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified,NA
otu_192,8a93c09f30504882617aacaedbbbb585,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,soil_saprotroph
otu_193,48ed63e2da0c0ef09588e7ddd686f1b3,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_194,8a0407b65e4981960ea7e6f13c1efeee,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_195,6914e557e58a2ac09a7246c67e7b1eca,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_196,d2cb695ab3fd7d68a3ed8bc11b037a3f,NA,NA,NA,NA,NA,NA,NA
otu_197,26823f9b16882120c3a0cb555031d333,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA,NA
otu_198,c1a82c0a4593c53a408e46f4566bc254,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_199,df1057ae3dac7fa75598289b26966bcf,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_200,bfb2810645a8643cf90d9e8a8587ff5b,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,plant_pathogen
otu_201,636e1e2a95fdcaf11f36bf1ba6224b55,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum,NA
otu_202,e65b269b6b8d91d3888612c3f18105c2,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,unidentified,wood_saprotroph
otu_203,2eb5320a31ac6c3fec244d5ab53e6f19,NA,NA,NA,NA,NA,NA,NA
otu_204,21c0280ca3af11849d6c529ca239bc99,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA,NA
otu_205,8fdb47557ebe572195a103dce342a9ad,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum_pygmaeum,NA
otu_206,33cf24fdc0f32ac13bf39bec65191aad,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_207,91bf37e83c98ff4b65bec06c9f923a99,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_208,e9794d7ebbce6e4668eba4898ed1a3d8,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_209,2496c2c986deb18334aa6ac7e11d18c5,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_verrucispermus,soil_saprotroph
otu_210,06bcaac7ea0ddd0060b66b022a61b03b,NA,NA,NA,NA,NA,NA,NA
otu_211,aeb346d102b6e99cb728586b80c2b696,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_212,63f16be26ad1ea8de9f7d853d07b1cbc,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_spaethianum,plant_pathogen
otu_213,795d7d16894f900f07931314dda82677,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,NA,NA
otu_214,101e27f68729b9a159584e6c2cef6bdc,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_215,d638f3f89bc0f4476c19bb3cfb18e6f9,Ascomycota,NA,NA,NA,NA,NA,NA
otu_216,30cdcd93e94edd383e8e59170f5833d5,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_tenuipes,soil_saprotroph
otu_217,179c605081922a4a17c76f9066e13f2e,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_hispida,NA
otu_218,79373cf0e66365fe40b0bee83d4c2450,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_219,2f77da718e3fd0b18b1f271a94fbc867,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_220,2efa53ef92b077a302bc01e17023fcde,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_221,bcc0e199ec9ef880d4d2d4165005b917,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_222,78c120a22117de17f00be1ba8c753101,NA,NA,NA,NA,NA,NA,NA
otu_223,c5bd4638b855ad7e6ee9245f7ddd0bd7,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_eucylindrospora,soil_saprotroph
otu_224,db8b16b4828d1c967d00bc105981b90b,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_225,b067d06352aa45e5d86966b58da2ffdc,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,litter_saprotroph
otu_226,870a42e3efd315dccf6088c6459f2652,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,Clathrosphaerina_zalewskii,litter_saprotroph
otu_227,82396bca6b5170ef7be71c68a70101a0,NA,NA,NA,NA,NA,NA,NA
otu_228,3c7c90bda4bf28abab9089634406e13b,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,root_endophyte
otu_229,3e94fb247a4458b619f1c30d83e3cdbb,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_230,9905a650d75fce654f84c303dfd84555,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,NA,NA
otu_231,29a9f6119c7c86fc0d85b6f266b6b662,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_232,e04f77fdce902d182faa439bd6418cb4,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_233,e430b885c68620d1828b310f9d5ee4cc,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_234,b29e95e1e63ccf849aca748ff8c76541,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_235,e212fc60fa08412ee9613ef9d9306335,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA,NA
otu_236,4dd8107db3772ae3afae5e70916db9ab,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Ramophialophora,unidentified,NA
otu_237,eec0af04afa48a68da9e64239c0c77e5,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,NA,ectomycorrhizal
otu_238,6085e8a3c95b12e3672a2354d7338bbe,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_239,4f70a6525e3d30b6b677a2a8f0883a28,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_240,2fa8f95ff9ea4dacaee2dd020c4c1b56,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_241,b66f205782dff0a82d051eaabcadb3f0,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA
otu_242,6d79eabd60a5eb75960773d28213c073,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_243,8cdad76350e98a6418739a9c7ba29311,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_244,b7988526529e8630213376eadaf03794,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_245,6226a588c320867b123c12bd1683a6d7,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_vermifera,root_endophyte
otu_246,97bb5994d06108c71fe3447b88f43e11,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_oxyacanthae,wood_saprotroph
otu_247,f01c586267b9810d2295f0df5e54c366,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_248,c9df01df73419f2ddf425a89c45a8935,Basidiomycota,Agaricomycetes,Geastrales,unidentified,unidentified,unidentified,NA
otu_249,043021329e3643ae2946603962249cc6,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,ectomycorrhizal
otu_250,f035c8c4e4b6f5393a53a4f1df8d8ab8,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_251,cb24f82a1f0bf7bc3dae216e2eaada9d,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_252,a8e64b179687ec2c8fa940e32bd3074f,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,unidentified,wood_saprotroph
otu_253,bd762900deb71cde6e1793d6ff71c99f,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_254,4a38715069f5b68b5f0ae68e2e82d9c7,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_fusidioides,NA
otu_255,1996bf6dffc0fec1f4793e11571dedcf,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_256,ff67f4632ac0ce0671663823147d7f98,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_257,3ced79e1462173eee1f9e766d62a37e4,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_258,bad37b29f6ec77664f21ce067f45aac2,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_259,fa4f9cce8484a5ec87a8a84636b7a4b8,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella,Chaetomella_raphigera,NA
otu_260,1926f321c52e0db0bebede7f62de8b3c,NA,NA,NA,NA,NA,NA,NA
otu_261,c6a4c158fcb20f6c34fa9c0ae322d6f3,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,NA
otu_262,e28a1d8f066cc98385fc2e720b1182b6,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,NA,NA
otu_263,ac03103d4ddcc34a5a7a0f6a8d115c5b,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_264,054cb8049afe4a38c5b755d9707378bb,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_265,f5dac69104379932f4fc626889731ac1,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,unidentified,litter_saprotroph
otu_266,06ed900251099ccb152e96269f831168,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,wood_saprotroph
otu_267,3e385c340ae2077f91867a112d4e5091,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium,unidentified,litter_saprotroph
otu_268,e4ab6d3e6fec35885255baebcb0e692c,Ascomycota,NA,NA,NA,NA,NA,NA
otu_269,35fb77d8c82bc86ef383427e4ff406ab,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_270,248b94176417efbe193bc29bdccdd208,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_271,8b5b7c1aee2267ad1d3e9a3bb9c5917b,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_272,818e9f485282ed29f99257ed6509072e,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,litter_saprotroph
otu_273,36f5f530f095baaf1106414b46fbc2ff,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_274,dbe10cbca82a0121e452cb36067c76da,NA,NA,NA,NA,NA,NA,NA
otu_275,d51cfc82ac5dc765336c41e8321f73ee,NA,NA,NA,NA,NA,NA,NA
otu_276,9e7bae08ec80c9ed86d6bb0135d142f5,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_277,84d11cd3a55f2551022beea313a57a9d,NA,NA,NA,NA,NA,NA,NA
otu_278,b79e837b60fd76adcecd658d3f7eab88,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,NA,dung_saprotroph
otu_279,a0e7e3d9a4d9856d4800aa278c2f3554,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,NA,plant_pathogen
otu_280,e39e441913947adbecf465f3029457e0,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_281,6744b15fa90d4251210285e00e60742b,NA,NA,NA,NA,NA,NA,NA
otu_282,c5a4c15fbe4124a1bd97f0e035bed715,Ascomycota,NA,NA,NA,NA,NA,NA
otu_283,c849165d878b87f8602a459d2e62342d,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica,soil_saprotroph
otu_284,512d6b60773eecb63f1eac20680ba775,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_285,0a73cfcce802b3f203c889428edac3f4,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_homothallica,plant_pathogen
otu_286,9122a1cec831cb6206d5f6232772d9c9,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,litter_saprotroph
otu_287,f950cc84b0dc138cbe3694db9b2c6059,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_striatigera,wood_saprotroph
otu_288,b259ddeed1acff0994e5c377887afa64,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_289,11e4b41b27e724838e6f7f1aa4c3b04c,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina,plant_pathogen
otu_290,508b8adfe3ac4fb67bb211089a43dbe2,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,NA
otu_291,b96011f01daa50891369168f75166678,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,NA,soil_saprotroph
otu_292,f7d84b79ce7cc2ae71be5cea6e73598c,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_293,2d1ef9a96acab54a716514476e86b231,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,ectomycorrhizal
otu_294,36807b5c6aafd0c19708b7db5cfa600f,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_pseudoamericana,plant_pathogen
otu_295,084257499f03870b66bb7d56286d9262,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA,NA
otu_296,8d06b1cf2acf1d2cb8230dd9e32af1a8,NA,NA,NA,NA,NA,NA,NA
otu_297,eeaa6c238764bf232387cedc3bea6b83,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_298,037dad262ba0a3f50c9f41d27a6e8718,Ascomycota,NA,NA,NA,NA,NA,NA
otu_299,fe10b2b021818d622646436d4f08f661,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_300,6790194f77fdd062a6edfeda3cc3b164,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_301,bcfdd1cafc53b8d026bf39a05cfb960c,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_302,0ade7a9d6e8e5e03e9161f4d058d5f4e,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium_mucidum,litter_saprotroph
otu_303,ef9a9017b0002b7d5dc01412745e200f,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_304,735c3e21426931c7f8767b95d7c2462e,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia_fusispora,plant_pathogen
otu_305,7ff7f84bb550b6388aedadbf6a7aeb27,Ascomycota,NA,NA,NA,NA,NA,NA
otu_306,82fd1f9b9faa7b17d38f0ae99fd2f9d0,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_307,6fa59e3ac6001190aba8c6008596d5f0,Ascomycota,NA,NA,NA,NA,NA,NA
otu_308,fa835c2fa0d6b938bec3e877a121b2ad,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_309,9f0f8d6f2763f15010cd4e10433c94cd,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,NA
otu_310,501df9c42e0fe750bb901af10d7e0139,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_311,e98bcfc455d09ac3c533c24938b721c3,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_312,adc4f82940a07464557e3c32c582e0ad,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_313,c12fdff66e8e19f97460a3c5bce1be64,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_carneum,animal_parasite
otu_314,cd91c2f96fe7de777004e6badfb21512,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_315,461fc73bb2c0d6801b745f873b0acf3a,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,plant_pathogen
otu_316,85b436a0994c0e2a786bb071d052b6ef,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum,NA
otu_317,eb5202f41f25e05702e9d77c82ade126,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Dothistroma,unidentified,plant_pathogen
otu_318,8ee37f8023c76d5705b82617a94f7b25,Ascomycota,Dothideomycetes,Tubeufiales,unidentified,unidentified,unidentified,NA
otu_319,e6faf0ea66b7543bab1b414849304f0d,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_nunavutica,plant_pathogen
otu_320,00f6157f733c8539fd4d2a496f0a15e6,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,NA,NA,NA
otu_321,2a65197ff80483d08d28da14d9691d09,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Laetinaevia,unidentified,NA
otu_322,a01c3746b1ceae15ebfd5e48460dc27a,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,unidentified,wood_saprotroph
otu_323,3e0f035bcbd4d0346952a440e4db5a56,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_324,d6fb5f4ad7089a686f63d7b352e7995f,Ascomycota,Sordariomycetes,Myrmecridiales,unidentified,unidentified,unidentified,NA
otu_325,efade455997e1b79f34d762ef4d76641,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,plant_pathogen
otu_326,0e81e22b6597e14ea21152c5becf26a0,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,Dictyosporium_heptasporum,litter_saprotroph
otu_327,b0a6f13c7e8c96808f4d439eb97f0131,NA,NA,NA,NA,NA,NA,NA
otu_328,28dda66d0941a91f933d169abab285bb,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_329,59de6fd6f21544d2cb7f5f0acc06b153,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,unidentified,wood_saprotroph
otu_330,6a01254b916b366ae9386380dc8b22d7,NA,NA,NA,NA,NA,NA,NA
otu_331,0daab0870fa8d4d3471872f0c53ce3ff,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,NA,wood_saprotroph
otu_332,17929c4805f615b035153265de401936,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA,plant_pathogen
otu_333,51294b68106a45c8c3aeb034cd474193,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,unidentified,wood_saprotroph
otu_334,b6104506a32c617cfc085a2ec21e732d,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_335,477e4fea8ad5f7d36913ae53a4f95e04,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,NA
otu_336,a2d3f8dc54a97dfa0e49212234896fe7,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Hemileucoglossum,NA,soil_saprotroph
otu_337,bdf3be600e6da7b736fd57819d88f765,Ascomycota,NA,NA,NA,NA,NA,NA
otu_338,00d6ebc4488fddd08a5cab27fb255a27,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,animal_parasite
otu_339,7a775b74c6c3778aa2243f3b17d3b8bf,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_340,d50d7e523ab4586088d1088b3cd160b2,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_341,bd4c301c8a971c1269bda48cd37ae243,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,wood_saprotroph
otu_342,31632263070aa63492a0b536c29f1121,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_343,709e8530776fa02751499971f7d57426,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_344,b45f5d512ef14ef0562fc2ff2f854910,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,soil_saprotroph
otu_345,7bc02ac341f4089d94c2fdb339c8f8a3,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_346,27a1483e8a2208f0164e58cf942201f7,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,soil_saprotroph
otu_347,d77f16f00d8394a42fe9b219b570e45f,Ascomycota,NA,NA,NA,NA,NA,NA
otu_348,177a530c310d703f1f0084a24bf9a3e9,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,NA
otu_349,577445abf98b1fb10d2eb48039be6b37,Ascomycota,NA,NA,NA,NA,NA,NA
otu_350,7bddd9c0a3128e264c5ea534150dddf3,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_351,6895be0faaeea7c840c71a8de2922da3,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_352,61c15bb698fb296f696e42c59173472e,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_353,502ed21676e95bd49db4dbeea1ed66f9,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Hymenula,Hymenula_cerealis,NA
otu_354,d25b6bea1e1c1b85565a7ff2ad64575d,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,NA
otu_355,f19c628c4d5dac9b596486920cbed95f,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,ectomycorrhizal
otu_356,f374885e4868953ef40c7367129948c6,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,NA,unspecified_saprotroph
otu_357,fdfc844f32ef9ebb7080c8185381ccb5,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_358,e0e526ee9b571b5f6d239bdf69c8af97,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_suttonii,litter_saprotroph
otu_359,19c94541be554581b2e7d1d9206540c6,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_360,91a70734b077cce3d749a3fc1e1c963d,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_flexuosum,NA
otu_361,19258a78ca99254f253194bb7c20c7eb,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,Mollisia_lothariana,NA
otu_362,1372734a4c667562cf3b124cb059c28a,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_363,e146e8d9f6f88d88084f626eb577c64d,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_364,438fb8049914ea21a64d3f3e2f441066,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,NA,NA
otu_365,ccfdad819dfef74f86584bce8bf237c0,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Bisporella,NA,wood_saprotroph
otu_366,a53cf1fa17382d6b31cc38daeccdabae,Ascomycota,Archaeorhizomycetes,NA,NA,NA,NA,NA
otu_367,de8960ea0ce67963b2533c9fb5c191ca,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,unidentified,NA
otu_368,cb1e84616f37c9476a1d66ee297ddcda,NA,NA,NA,NA,NA,NA,NA
otu_369,c50e09b43ab85f978ca20af5fcb56c38,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix_roseogrisea,unspecified_saprotroph
otu_370,870543b5acc4991f4e5beec3e58b4364,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_galii,wood_saprotroph
otu_371,6bb056987ed67ff82f0b0d1a5b921b12,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_372,2a133a4fd10b4b46fa42d8a5a75340fc,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_373,090789f06980fd59e8eb685ff2e28a42,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,NA
otu_374,3abe2b406baebc3e499963e26f02e289,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,NA,root_endophyte
otu_375,850d14a4ca61bdb9a33584beb3db7fd8,NA,NA,NA,NA,NA,NA,NA
otu_376,2c26d39edd9ddc8e108c9920793ef9b6,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
otu_377,563f3f7371ebc778f908202e16a6fbd3,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_378,3f01254e47f6c3d78a56310951688817,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
